cancer_type,hugo_symbol,mutated_samples,total_samples,freq,CI_low,CI_high
GBM,RPL26L1,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPL3,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPL30,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPL32,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPL35A,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPL36A,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPL36AL,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPL39,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPL5,7,379,0.018469656992084433,0.004914088167421253,0.03202522581674761
GBM,RPL7A,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPLP0,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPN1,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPP14,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPP30,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPP40,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPRD1A,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPRD1B,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPRD2,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPRM,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPS10-NUDT3,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPS21,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPS3,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPS3A,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPS4X,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPS5,3,379,0.0079155672823219,-0.0010062188056911073,0.016837353370334908
GBM,RPS6KA1,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPS6KA2,4,379,0.010554089709762533,0.00026580708782510815,0.020842372331699957
GBM,RPS6KA3,4,379,0.010554089709762533,0.00026580708782510815,0.020842372331699957
GBM,RPS6KA4,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPS6KA5,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPS6KA6,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPS6KB1,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RPS6KC1,3,379,0.0079155672823219,-0.0010062188056911073,0.016837353370334908
GBM,RPS6KL1,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPS7,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPS9,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RPTN,3,379,0.0079155672823219,-0.0010062188056911073,0.016837353370334908
GBM,RPTOR,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RRAD,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RRAGA,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RRAGB,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RRAGD,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RRAS2,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RRBP1,3,379,0.0079155672823219,-0.0010062188056911073,0.016837353370334908
GBM,RREB1,4,379,0.010554089709762533,0.00026580708782510815,0.020842372331699957
GBM,RRH,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RRM1,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RRM2,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RRNAD1,3,379,0.0079155672823219,-0.0010062188056911073,0.016837353370334908
GBM,RRP12,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RRP15,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RRP1B,4,379,0.010554089709762533,0.00026580708782510815,0.020842372331699957
GBM,RRP8,3,379,0.0079155672823219,-0.0010062188056911073,0.016837353370334908
GBM,RRP9,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RS1,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSAD2,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSBN1,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RSBN1L,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSC1A1,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSF1,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RSKR,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSL1D1,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSPH1,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSPH10B,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RSPH10B2,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSPH14,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSPH3,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RSPH4A,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RSPH6A,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSPH9,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
GBM,RSPO3,3,379,0.0079155672823219,-0.0010062188056911073,0.016837353370334908
GBM,RSPO4,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RSPRY1,2,379,0.005277044854881266,-0.002017243527996584,0.012571333237759117
GBM,RSRC1,1,379,0.002638522427440633,-0.002526154459435508,0.007803199314316774
